avg_arousal,avg_dominance,avg_valence,avg_wpm,dominant_speech_emotion,dominant_text_emotion,f0_mean_hz,f0_std_hz,interruptions_made,interruptions_received,loudness_dr_db,loudness_rms_med,overlap_ratio,pause_count,pause_ratio,pause_total_sec,speaker_id,speaker_name,text_emotions_full_json,text_emotions_top5_json,total_duration,voice_quality_hint,vq_cpps_db_med,vq_hnr_db_med,vq_jitter_pct_med,vq_shimmer_db_med,word_count
0.01,-0.016,-0.021,80.0,happy,neutral,nan,nan,0,0,0.0,-32.262,,0,0.0,0.0,Speaker_523,Speaker_1,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,5.264,7.264,2.758,1.099,1
0.003,0.002,-0.024,26.7,disgust,neutral,nan,nan,0,0,0.0,-35.382,,2,0.964,2.17,Speaker_481,Speaker_20,"{""admiration"": 0.00010776183902073085, ""amusement"": 9.413148895881369e-05, ""anger"": 0.0001482073022748229, ""annoyance"": 0.0003173661324897773, ""approval"": 0.00042022052714898425, ""caring"": 3.6478327298913746e-05, ""confusion"": 0.00015633758848832452, ""curiosity"": 0.00018545039822218774, ""desire"": 4.1040218234598124e-05, ""disappointment"": 7.492672931167563e-05, ""disapproval"": 7.130112681565208e-05, ""disgust"": 8.32256140193301e-05, ""embarrassment"": 2.6398957509818365e-05, ""excitement"": 0.00012740071141407701, ""fear"": 5.997437773517837e-05, ""gratitude"": 2.3099721738914436e-05, ""grief"": 1.386475777538592e-05, ""joy"": 6.796674453059292e-05, ""love"": 4.312917846092729e-05, ""nervousness"": 1.2896633382369073e-05, ""optimism"": 8.034802364094312e-05, ""pride"": 1.0670183019463059e-05, ""realization"": 0.00018010398077464504, ""relief"": 9.611065498193354e-06, ""remorse"": 9.07436629447205e-06, ""sadness"": 5.089624886102874e-05, ""surprise"": 8.283934069566017e-05, ""neutral"": 0.9974652784163845}","[{""label"": ""neutral"", ""score"": 0.9974652784163845}, {""label"": ""approval"", ""score"": 0.00042022052714898425}, {""label"": ""annoyance"", ""score"": 0.0003173661324897773}, {""label"": ""curiosity"", ""score"": 0.00018545039822218774}, {""label"": ""realization"", ""score"": 0.00018010398077464504}]",2.25,,0.906,2.906,5.589,1.854,1
0.01,-0.021,-0.027,240.0,disgust,neutral,246.83,43.83,0,0,0.0,-33.081,,2,0.427,0.64,Speaker_298,Speaker_8,"{""admiration"": 0.0027712835765187453, ""amusement"": 0.0032341427598275366, ""anger"": 0.0008366946944402287, ""annoyance"": 0.003090197538715079, ""approval"": 0.010897258597903293, ""caring"": 0.003932989311181586, ""confusion"": 0.0006692268255796949, ""curiosity"": 0.0007189015940226531, ""desire"": 0.00290096792031311, ""disappointment"": 0.004204705008144658, ""disapproval"": 0.002023051781635126, ""disgust"": 0.0028571522187643746, ""embarrassment"": 0.0012395430000488952, ""excitement"": 0.00791714362338204, ""fear"": 0.002179321893210168, ""gratitude"": 0.002067050953736133, ""grief"": 0.0021948335367805516, ""joy"": 0.09694136947202209, ""love"": 0.007398922200925185, ""nervousness"": 0.0018759338936691987, ""optimism"": 0.0006893736035244343, ""pride"": 0.0010653441135095464, ""realization"": 0.00512731042897052, ""relief"": 0.005465488566324759, ""remorse"": 0.0009972630344389439, ""sadness"": 0.02339317341752801, ""surprise"": 0.0013086658798633314, ""neutral"": 0.8020026905550202}","[{""label"": ""neutral"", ""score"": 0.8020026905550202}, {""label"": ""joy"", ""score"": 0.09694136947202209}, {""label"": ""sadness"", ""score"": 0.02339317341752801}, {""label"": ""approval"", ""score"": 0.010897258597903293}, {""label"": ""excitement"", ""score"": 0.00791714362338204}]",1.5,,5.76,7.76,2.89,1.241,6
0.009,-0.01,-0.014,86.3,disgust,neutral,261.52,38.21,0,0,0.0,-34.922,,1,0.597,0.83,Speaker_180,Speaker_3,"{""admiration"": 0.00014307129269795432, ""amusement"": 6.85630758840071e-05, ""anger"": 7.039802134504877e-05, ""annoyance"": 0.00024615369207952085, ""approval"": 0.0006549245025493545, ""caring"": 3.351409908585437e-05, ""confusion"": 0.00014394900596063955, ""curiosity"": 5.524518938604101e-05, ""desire"": 3.0714318051236536e-05, ""disappointment"": 0.00015601542419116008, ""disapproval"": 0.00018193215072193484, ""disgust"": 8.127265234663074e-05, ""embarrassment"": 3.631362909995059e-05, ""excitement"": 7.753137700896775e-05, ""fear"": 7.387288023577827e-05, ""gratitude"": 7.49642519801164e-05, ""grief"": 1.903820762798817e-05, ""joy"": 7.780373063693407e-05, ""love"": 3.482197421109029e-05, ""nervousness"": 1.7992003206635925e-05, ""optimism"": 8.000912418021227e-05, ""pride"": 1.7173247024721445e-05, ""realization"": 0.0004534329928547657, ""relief"": 2.0131474759163376e-05, ""remorse"": 2.0055973970827204e-05, ""sadness"": 9.023281895149985e-05, ""surprise"": 5.3057483694589756e-05, ""neutral"": 0.9969878154062574}","[{""label"": ""neutral"", ""score"": 0.9969878154062574}, {""label"": ""approval"", ""score"": 0.0006549245025493545}, {""label"": ""realization"", ""score"": 0.0004534329928547657}, {""label"": ""annoyance"", ""score"": 0.00024615369207952085}, {""label"": ""disapproval"", ""score"": 0.00018193215072193484}]",1.39,,2.758,4.758,3.451,1.48,2
0.02,-0.015,-0.024,213.3,angry,neutral,189.23,13.85,0,0,0.0,-32.719,,1,0.196,0.22,Speaker_13,Speaker_24,"{""admiration"": 7.029689885323173e-05, ""amusement"": 5.365069881093703e-05, ""anger"": 8.117988973770367e-05, ""annoyance"": 0.0003358678676080131, ""approval"": 0.00048675430687423424, ""caring"": 4.8768062351433706e-05, ""confusion"": 0.00010838039294408005, ""curiosity"": 5.2527323788888856e-05, ""desire"": 3.284290237384264e-05, ""disappointment"": 0.00010091917550665757, ""disapproval"": 0.0001860561745050984, ""disgust"": 4.8697692933116856e-05, ""embarrassment"": 1.5957336078521803e-05, ""excitement"": 4.101312544305805e-05, ""fear"": 3.137701531306662e-05, ""gratitude"": 3.3662844522316226e-05, ""grief"": 9.841423085175715e-06, ""joy"": 4.121906776852454e-05, ""love"": 2.2964672041093093e-05, ""nervousness"": 9.947539280330766e-06, ""optimism"": 9.59608363523419e-05, ""pride"": 7.796529007184632e-06, ""realization"": 0.0002618031071361288, ""relief"": 1.0013557676349782e-05, ""remorse"": 9.883767336041607e-06, ""sadness"": 4.755618986415389e-05, ""surprise"": 2.4709170048070717e-05, ""neutral"": 0.9977303524327604}","[{""label"": ""neutral"", ""score"": 0.9977303524327604}, {""label"": ""approval"", ""score"": 0.00048675430687423424}, {""label"": ""annoyance"", ""score"": 0.0003358678676080131}, {""label"": ""realization"", ""score"": 0.0002618031071361288}, {""label"": ""disapproval"", ""score"": 0.0001860561745050984}]",1.125,,4.171,6.171,2.886,1.38,4
0.002,-0.004,-0.021,120.0,disgust,neutral,nan,nan,0,0,0.0,-35.647,,1,1.02,0.51,Speaker_279,Speaker_4,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.5,,0.0,0.0,0.0,0.0,1
0.001,-0.0,-0.02,47.4,disgust,approval,nan,nan,0,0,0.0,nan,,0,0.0,0.0,Speaker_452,Speaker_19,"{""admiration"": 0.001107302804618627, ""amusement"": 0.0004850088783271011, ""anger"": 0.0004879574458045462, ""annoyance"": 0.0025649726787707002, ""approval"": 0.8843272350797882, ""caring"": 0.0008901518926442078, ""confusion"": 0.0019698367900424004, ""curiosity"": 0.0017467355413072951, ""desire"": 0.0003814310160401142, ""disappointment"": 0.0005784595091256256, ""disapproval"": 0.001724636186388693, ""disgust"": 0.0005632106725066915, ""embarrassment"": 0.00021926038685728306, ""excitement"": 0.0010183004908897008, ""fear"": 0.0003729302231266434, ""gratitude"": 0.005089965539262258, ""grief"": 0.00013718820496180727, ""joy"": 0.0009668341466255504, ""love"": 0.0006316650402118421, ""nervousness"": 0.00021077241418202504, ""optimism"": 0.0013531527729828993, ""pride"": 0.00021270099419403387, ""realization"": 0.007625361972131792, ""relief"": 0.000892677581435542, ""remorse"": 0.00019926299803276157, ""sadness"": 0.0006665407447638402, ""surprise"": 0.0005984618164978383, ""neutral"": 0.08297798617848025}","[{""label"": ""approval"", ""score"": 0.8843272350797882}, {""label"": ""neutral"", ""score"": 0.08297798617848025}, {""label"": ""realization"", ""score"": 0.007625361972131792}, {""label"": ""gratitude"", ""score"": 0.005089965539262258}, {""label"": ""annoyance"", ""score"": 0.0025649726787707002}]",1.265,,0.905,2.905,5.114,1.525,1
0.001,-0.002,-0.02,80.0,disgust,neutral,nan,nan,0,0,0.0,-35.321,,1,1.013,0.76,Speaker_959,Speaker_21,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,1.307,3.307,4.752,1.998,1
-0.002,0.0,-0.019,85.7,disgust,neutral,nan,nan,0,0,0.0,-35.007,,1,1.014,0.71,Speaker_786,Speaker_25,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.7,,1.783,3.783,5.431,1.762,1
-0.001,-0.003,-0.023,65.2,disgust,neutral,nan,nan,0,0,0.0,nan,,0,0.0,0.0,Speaker_157,Speaker_20,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.92,,1.081,3.081,5.283,1.558,1
0.008,-0.02,-0.029,260.0,disgust,approval,318.25,35.87,0,0,0.0,-33.567,,3,0.527,1.58,Speaker_300,Speaker_10,"{""admiration"": 0.001297403789075202, ""amusement"": 0.0005298520406248287, ""anger"": 0.0005091078203870534, ""annoyance"": 0.0066830434825550285, ""approval"": 0.48082523190081977, ""caring"": 0.0026816548027824615, ""confusion"": 0.0015099017923228414, ""curiosity"": 0.004685385021346239, ""desire"": 0.0034201630829346808, ""disappointment"": 0.001384631226137687, ""disapproval"": 0.0019869186824100493, ""disgust"": 0.000403904257427762, ""embarrassment"": 0.000203698096557864, ""excitement"": 0.0011986092095449474, ""fear"": 0.00021038123806211726, ""gratitude"": 0.0010650718751732933, ""grief"": 0.0001080865664956397, ""joy"": 0.000684073059268605, ""love"": 0.00032999877824124057, ""nervousness"": 0.00022090647798066014, ""optimism"": 0.0075650729912142105, ""pride"": 0.00021768581908877634, ""realization"": 0.009313793591819946, ""relief"": 0.0007588375961946348, ""remorse"": 0.00024036983867594254, ""sadness"": 0.0004563765705212505, ""surprise"": 0.000391284225715076, ""neutral"": 0.4711185561666222}","[{""label"": ""approval"", ""score"": 0.48082523190081977}, {""label"": ""neutral"", ""score"": 0.4711185561666222}, {""label"": ""realization"", ""score"": 0.009313793591819946}, {""label"": ""optimism"", ""score"": 0.0075650729912142105}, {""label"": ""annoyance"", ""score"": 0.0066830434825550285}]",3.0,,5.267,7.267,2.939,1.274,13
0.018,-0.02,-0.012,360.0,disgust,approval,306.56,33.97,0,0,0.0,-31.112,,1,0.287,0.43,Speaker_189,Speaker_29,"{""admiration"": 0.0024631121377755977, ""amusement"": 0.00028987700566522227, ""anger"": 0.00028025248527742424, ""annoyance"": 0.0012591959768766823, ""approval"": 0.6299881385598416, ""caring"": 0.003604546448758735, ""confusion"": 0.0010688476110581565, ""curiosity"": 0.0009169271283512428, ""desire"": 0.0005207803953714908, ""disappointment"": 0.0003416519055228614, ""disapproval"": 0.0017327316000499019, ""disgust"": 0.00025721237951853665, ""embarrassment"": 6.618374803784903e-05, ""excitement"": 0.0005673895399078929, ""fear"": 0.00024459994345866245, ""gratitude"": 0.0013525289350423326, ""grief"": 8.250081797987754e-05, ""joy"": 0.0006748779028203067, ""love"": 0.0010364350240850875, ""nervousness"": 0.00011339988934269705, ""optimism"": 0.005566506687682735, ""pride"": 0.0001784546634090037, ""realization"": 0.004195992865853861, ""relief"": 0.0005601057824133559, ""remorse"": 0.00013319699890558661, ""sadness"": 0.0003110887505736543, ""surprise"": 0.00018183175550482144, ""neutral"": 0.3420116330609148}","[{""label"": ""approval"", ""score"": 0.6299881385598416}, {""label"": ""neutral"", ""score"": 0.3420116330609148}, {""label"": ""optimism"", ""score"": 0.005566506687682735}, {""label"": ""realization"", ""score"": 0.004195992865853861}, {""label"": ""caring"", ""score"": 0.003604546448758735}]",1.5,,5.227,7.227,3.142,1.209,9
-0.0,-0.004,-0.03,26.7,happy,neutral,nan,nan,0,0,0.0,-34.483,,1,1.004,2.26,Speaker_334,Speaker_21,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",2.25,,0.0,0.669,2.007,1.33,1
0.006,-0.021,-0.023,80.0,happy,neutral,nan,nan,0,0,0.0,-34.089,,1,1.013,0.76,Speaker_253,Speaker_3,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,1.354,4.332,1.463,1
-0.002,-0.004,-0.038,46.7,disgust,neutral,248.26,6.43,0,0,0.0,-32.921,,8,0.841,7.57,Speaker_397,Speaker_21,"{""admiration"": 7.786050707487049e-05, ""amusement"": 0.00015239010997945149, ""anger"": 8.163819868209872e-05, ""annoyance"": 0.00025957434770705086, ""approval"": 0.0006308713115377948, ""caring"": 4.325389296632549e-05, ""confusion"": 0.0001566848893235191, ""curiosity"": 0.00011642765759881018, ""desire"": 8.22027402127647e-05, ""disappointment"": 8.436014887806732e-05, ""disapproval"": 8.737900906555399e-05, ""disgust"": 5.501531431104925e-05, ""embarrassment"": 2.177964518104526e-05, ""excitement"": 0.0001912355731479266, ""fear"": 5.254766973834487e-05, ""gratitude"": 3.1577451165452924e-05, ""grief"": 1.3636191808847293e-05, ""joy"": 0.0001302014377611166, ""love"": 3.681294631105858e-05, ""nervousness"": 1.8129741212727807e-05, ""optimism"": 0.00015794284414140676, ""pride"": 1.3832331610078709e-05, ""realization"": 0.0003081951468846523, ""relief"": 1.6180335797113234e-05, ""remorse"": 1.1730170198417505e-05, ""sadness"": 5.5099326152573084e-05, ""surprise"": 5.925823063113715e-05, ""neutral"": 0.9970541828309207}","[{""label"": ""neutral"", ""score"": 0.9970541828309207}, {""label"": ""approval"", ""score"": 0.0006308713115377948}, {""label"": ""realization"", ""score"": 0.0003081951468846523}, {""label"": ""annoyance"", ""score"": 0.00025957434770705086}, {""label"": ""excitement"", ""score"": 0.0001912355731479266}]",9.0,,0.145,2.145,3.881,1.309,7
-0.007,-0.009,-0.031,40.0,happy,neutral,nan,nan,0,0,0.0,-31.849,,2,0.72,1.08,Speaker_245,Speaker_15,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.5,,0.0,1.646,7.614,1.326,1
-0.011,-0.034,-0.037,18.9,happy,neutral,nan,nan,0,0,0.0,-33.831,,5,0.796,2.53,Speaker_463,Speaker_21,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",3.18,,0.91,2.91,4.805,1.486,1
-0.008,-0.011,-0.024,125.0,disgust,neutral,165.7,2.4,0,0,0.0,-32.507,,1,1.021,0.49,Speaker_657,Speaker_30,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.48,,0.0,0.0,0.0,0.0,1
